state,date,admissions
CO,6/8/2022,6
DC,10/14/2023,2
WV,12/10/2023,1
IL,6/17/2022,4
SC,1/29/2024,31
MD,3/25/2024,18
AK,2/26/2024,3
VA,11/17/2023,21
PR,11/30/2023,10
KY,2/14/2024,50
MN,11/5/2023,4
VI,3/25/2024,0
TN,12/30/2023,64
VI,1/6/2024,0
AS,5/29/2022,0
NV,4/27/2024,3
IL,12/2/2023,34
GA,2/4/2024,39
LA,9/20/2023,4
VT,6/1/2022,0
AL,2/8/2024,18
TX,1/22/2024,181
ME,10/8/2023,1
MI,11/19/2023,10
NH,2/10/2024,5
NH,1/14/2024,4
VA,4/11/2024,15
AK,11/13/2023,5
NM,4/22/2024,1
TX,12/5/2023,98
WY,2/4/2024,5
RI,9/27/2023,0
OK,2/13/2024,53
MI,12/5/2023,22
OK,4/20/2024,5
VI,2/22/2024,0
OK,1/16/2024,37
NE,11/3/2023,1
OH,1/1/2024,85
RI,10/8/2023,0
MS,9/19/2023,3
AZ,3/11/2024,16
IA,6/7/2022,3
MT,12/8/2023,2
WI,5/25/2022,4
RI,1/4/2024,6
ME,1/27/2024,7
MO,12/15/2023,16
MD,10/23/2023,2
OH,3/16/2024,43
VA,4/16/2024,8
PA,4/18/2024,30
WY,1/24/2024,9
AK,12/24/2023,0
FL,11/27/2023,129
SD,6/10/2022,1
HI,10/26/2023,1
NM,6/10/2022,3
CA,2/8/2024,60
NV,6/21/2022,3
TX,10/21/2023,31
NV,10/14/2023,2
MD,6/11/2022,4
AR,12/10/2023,7
MA,6/26/2022,1
ND,11/25/2023,3
AR,6/12/2022,1
MO,4/17/2024,11
ND,3/16/2024,5
AK,12/1/2023,0
ME,12/7/2023,5
UT,4/1/2024,0
VA,1/16/2024,43
MT,3/5/2024,2
VI,9/20/2023,0
AK,11/27/2023,3
MN,3/3/2024,26
DC,3/10/2024,2
NV,3/29/2024,3
HI,4/26/2024,1
KS,4/17/2024,9
TN,9/25/2023,8
AS,11/12/2023,0
NM,2/8/2024,15
OK,11/22/2023,4
NH,1/11/2024,10
NC,6/16/2022,10
NJ,4/16/2024,21
UT,11/21/2023,2
PR,3/1/2024,4
CA,11/26/2023,85
CO,9/22/2023,0
MS,5/27/2022,4
TN,12/17/2023,26
SC,9/29/2023,2
PA,12/18/2023,62
ME,6/29/2022,1
WY,3/22/2024,1
LA,12/29/2023,51
UT,2/17/2024,3
MI,3/7/2024,118
KS,1/10/2024,8
OK,11/23/2023,5
RI,1/14/2024,5
FL,11/8/2023,62
NJ,2/6/2024,49
WA,11/25/2023,6
AS,12/18/2023,0
AR,2/16/2024,34
SC,12/24/2023,90
IL,12/10/2023,33
CT,4/27/2024,7
NE,6/27/2022,1
TN,12/21/2023,44
GA,1/24/2024,66
OK,9/19/2023,3
KS,2/18/2024,9
TX,1/18/2024,200
NC,11/28/2023,33
ME,9/23/2023,0
MA,11/22/2023,7
OR,1/12/2024,18
TN,4/27/2024,6
WI,10/1/2023,1
DE,9/27/2023,0
TN,10/9/2023,4
CT,11/29/2023,12
ND,11/14/2023,1
AZ,11/30/2023,27
GA,11/5/2023,8
HI,12/7/2023,7
MO,9/24/2023,3
OH,9/30/2023,1
MI,3/16/2024,81
PA,6/11/2022,9
MO,5/26/2022,5
DE,4/11/2024,1
AZ,9/26/2023,1
SD,10/6/2023,0
RI,1/3/2024,8
NH,3/14/2024,4
IN,1/23/2024,52
DE,1/13/2024,3
ME,12/16/2023,3
ID,3/27/2024,6
CT,11/20/2023,7
VA,5/26/2022,4
CA,12/26/2023,242
AZ,1/13/2024,115
NC,2/4/2024,26
IL,2/12/2024,26
TN,10/7/2023,5
VT,2/16/2024,2
ND,1/20/2024,1
KS,2/25/2024,9
VT,10/3/2023,0
OR,3/25/2024,8
AK,1/26/2024,0
NY,12/29/2023,236
OR,6/19/2022,2
NV,6/3/2022,9
IL,9/18/2023,7
SD,2/4/2024,0
VI,12/19/2023,0
OK,2/27/2024,32
NH,12/23/2023,6
ND,3/21/2024,2
UT,11/25/2023,3
GA,4/3/2024,12
GA,3/31/2024,8
AZ,4/10/2024,8
NY,3/18/2024,48
GA,10/27/2023,4
IN,4/12/2024,18
DE,10/14/2023,0
VI,12/27/2023,0
NY,12/19/2023,153
AZ,4/25/2024,13
ME,12/3/2023,0
KY,11/6/2023,4
AR,4/17/2024,3
SC,5/31/2022,6
VT,11/19/2023,0
CA,12/29/2023,280
AR,10/18/2023,1
UT,3/4/2024,1
AL,4/13/2024,1
LA,9/22/2023,2
IA,6/6/2022,0
WA,2/5/2024,15
WA,5/29/2022,4
TN,12/8/2023,21
WY,1/23/2024,6
OR,9/21/2023,1
DC,11/19/2023,1
WY,12/8/2023,7
MT,2/16/2024,5
SD,4/2/2024,3
NM,11/7/2023,0
SD,3/3/2024,11
VT,1/1/2024,4
TN,4/7/2024,10
AZ,10/31/2023,9
VT,11/11/2023,1
CO,10/9/2023,2
OR,1/29/2024,14
RI,9/25/2023,0
RI,11/21/2023,2
WV,3/18/2024,13
AL,5/28/2022,2
NJ,11/27/2023,15
TX,2/20/2024,131
VI,1/4/2024,0
MT,2/24/2024,4
PA,10/12/2023,6
WI,3/16/2024,30
AR,9/20/2023,2
ME,12/2/2023,3
NY,4/6/2024,59
PA,4/27/2024,11
WA,6/29/2022,7
NJ,6/15/2022,7
AK,1/9/2024,1
AK,2/9/2024,0
UT,1/4/2024,9
NY,11/29/2023,56
NY,9/23/2023,3
AK,4/6/2024,2
VT,3/8/2024,4
DC,3/1/2024,6
MI,3/19/2024,92
PA,4/8/2024,31
CO,9/29/2023,1
OH,3/22/2024,34
DC,4/21/2024,0
UT,3/13/2024,3
MN,3/31/2024,11
ID,11/25/2023,2
ID,1/13/2024,12
WI,10/26/2023,1
DE,10/12/2023,0
IN,11/14/2023,19
NJ,12/6/2023,25
NV,2/9/2024,4
MT,11/10/2023,0
IN,10/19/2023,1
MA,4/1/2024,31
PR,10/26/2023,31
OR,4/24/2024,6
VA,1/19/2024,30
PR,3/19/2024,11
MA,12/19/2023,47
UT,11/7/2023,2
AR,6/22/2022,3
KY,2/8/2024,27
MS,1/25/2024,17
CO,4/12/2024,11
OK,10/9/2023,6
NM,2/22/2024,9
FL,12/1/2023,114
SC,11/12/2023,8
CA,12/22/2023,297
WI,10/27/2023,2
DE,4/6/2024,3
NV,4/5/2024,5
RI,9/23/2023,0
WA,1/22/2024,23
LA,4/4/2024,0
MS,6/20/2022,4
MA,6/18/2022,2
IL,3/16/2024,36
WA,11/26/2023,7
PR,5/28/2022,5
NV,12/12/2023,15
TN,11/14/2023,5
WV,6/4/2022,3
IN,5/30/2022,4
WV,4/20/2024,2
ND,12/20/2023,9
MD,10/24/2023,0
NM,4/4/2024,6
AS,10/25/2023,0
CO,10/6/2023,2
AK,12/17/2023,0
TX,3/14/2024,63
ND,2/22/2024,3
UT,10/22/2023,0
ME,6/1/2022,0
GA,2/26/2024,37
TN,2/28/2024,46
PA,11/24/2023,14
DE,3/17/2024,2
LA,4/5/2024,5
VT,11/28/2023,0
AR,3/30/2024,15
LA,2/9/2024,15
AK,10/7/2023,2
OK,12/6/2023,6
AZ,9/18/2023,2
FL,11/26/2023,87
WI,1/13/2024,32
WA,10/20/2023,2
MN,3/30/2024,9
NY,6/27/2022,5
NH,1/4/2024,7
VA,11/22/2023,22
SC,11/23/2023,13
UT,6/5/2022,0
IL,1/21/2024,41
MS,9/26/2023,4
KY,11/29/2023,13
OR,11/21/2023,1
LA,11/11/2023,15
OR,2/3/2024,13
NM,3/25/2024,2
ND,10/7/2023,0
AS,3/10/2024,0
FL,9/28/2023,28
GA,12/19/2023,116
MN,1/3/2024,25
KS,11/18/2023,2
NV,12/9/2023,17
VI,3/24/2024,0
VI,3/18/2024,0
WV,12/23/2023,11
UT,4/15/2024,0
PR,2/29/2024,8
WY,4/13/2024,0
PA,6/3/2022,8
RI,2/5/2024,1
IA,10/30/2023,0
LA,3/22/2024,7
NC,6/28/2022,6
NE,5/26/2022,1
MS,1/22/2024,27
WY,2/21/2024,2
MT,2/17/2024,5
NE,3/17/2024,5
ND,6/27/2022,0
OK,10/21/2023,5
NC,6/23/2022,6
NE,6/25/2022,0
AZ,1/24/2024,93
AL,10/20/2023,2
WI,4/27/2024,7
OR,4/12/2024,2
PR,2/21/2024,8
AZ,3/23/2024,15
RI,11/1/2023,0
CO,11/15/2023,8
SC,11/8/2023,9
GA,9/26/2023,5
NH,6/5/2022,0
MS,3/24/2024,4
IA,12/17/2023,7
CO,6/27/2022,2
OK,6/25/2022,6
SC,9/28/2023,4
ME,2/25/2024,10
WY,12/28/2023,11
MT,2/28/2024,6
GA,10/29/2023,7
AR,11/23/2023,5
ID,4/9/2024,3
MI,6/7/2022,8
OH,3/14/2024,52
NJ,12/26/2023,89
KS,11/19/2023,3
TX,6/15/2022,17
GA,6/29/2022,10
VA,4/23/2024,9
AS,2/2/2024,0
ID,1/12/2024,7
LA,11/15/2023,12
ME,12/6/2023,2
PA,10/4/2023,3
MO,11/13/2023,8
WV,1/11/2024,22
GA,10/10/2023,6
ME,12/10/2023,2
RI,5/27/2022,2
IL,6/9/2022,3
NH,3/18/2024,4
ND,6/12/2022,0
RI,12/22/2023,2
NY,12/2/2023,48
AZ,10/5/2023,3
MI,11/8/2023,9
KY,11/10/2023,5
AZ,3/8/2024,23
AL,1/25/2024,17
SD,4/4/2024,8
NM,11/9/2023,1
VT,12/24/2023,2
MS,3/15/2024,8
NV,10/27/2023,1
AZ,9/25/2023,4
DC,6/6/2022,0
CA,6/24/2022,32
CO,4/13/2024,8
TX,2/18/2024,104
HI,4/16/2024,0
AS,3/28/2024,0
RI,10/2/2023,0
NC,11/24/2023,16
CO,10/1/2023,1
GA,4/12/2024,10
NC,10/19/2023,2
RI,3/17/2024,6
WY,10/14/2023,0
SD,1/2/2024,9
WI,10/19/2023,2
VI,6/18/2022,0
AL,1/2/2024,40
DC,12/28/2023,11
CO,5/27/2022,17
MS,12/17/2023,17
FL,3/27/2024,66
NJ,11/5/2023,5
IA,10/24/2023,0
TX,6/23/2022,22
CO,2/23/2024,16
PA,3/9/2024,68
DC,2/9/2024,1
OH,1/24/2024,80
KY,2/29/2024,46
SD,10/10/2023,0
IA,1/17/2024,18
NY,3/10/2024,61
IN,9/28/2023,1
AS,1/11/2024,0
WV,4/23/2024,4
CA,11/9/2023,27
OR,12/28/2023,27
NV,3/6/2024,8
ND,12/19/2023,5
AZ,6/14/2022,8
WV,6/26/2022,1
NY,3/19/2024,62
NJ,12/1/2023,19
VT,4/26/2024,0
NH,6/20/2022,1
SD,4/3/2024,4
AZ,3/16/2024,23
AR,9/22/2023,1
SC,10/25/2023,3
MO,11/30/2023,18
NM,3/4/2024,2
NV,11/19/2023,5
MT,3/28/2024,4
AL,4/4/2024,4
MT,12/6/2023,3
FL,2/3/2024,100
WV,11/17/2023,2
WY,10/16/2023,1
WA,10/11/2023,2
HI,12/4/2023,4
AK,12/15/2023,0
WA,6/24/2022,11
VT,12/31/2023,2
AR,3/2/2024,36
NE,5/29/2022,0
SD,10/8/2023,0
TN,12/11/2023,25
CO,10/20/2023,3
OR,1/5/2024,25
KS,3/6/2024,17
MO,4/10/2024,25
TX,4/5/2024,28
MS,11/2/2023,6
CA,1/27/2024,92
WV,11/21/2023,2
PA,12/14/2023,73
WV,3/12/2024,16
NE,12/18/2023,12
AK,12/5/2023,2
IN,10/5/2023,0
LA,10/28/2023,7
AL,11/17/2023,10
OH,10/23/2023,1
IA,11/23/2023,3
HI,6/12/2022,0
VI,11/2/2023,0
KS,11/4/2023,1
MS,3/23/2024,7
ME,11/18/2023,1
AR,12/29/2023,37
MN,9/20/2023,0
KS,12/20/2023,12
FL,6/19/2022,38
MI,1/12/2024,61
AS,1/17/2024,0
CA,2/15/2024,49
CO,5/31/2022,12
LA,12/21/2023,45
AS,10/24/2023,0
MN,1/30/2024,20
WV,11/22/2023,2
LA,2/23/2024,10
KY,6/17/2022,2
NH,12/27/2023,12
ND,11/29/2023,2
DE,4/25/2024,0
KY,6/15/2022,1
CT,1/5/2024,14
IA,2/20/2024,28
VA,5/29/2022,3
IN,4/2/2024,25
MD,1/1/2024,52
UT,11/2/2023,0
MA,1/17/2024,52
NJ,3/28/2024,21
HI,1/28/2024,2
LA,5/26/2022,6
FL,10/25/2023,36
OK,6/10/2022,5
MI,11/15/2023,7
NC,4/25/2024,2
MD,2/12/2024,22
WV,4/13/2024,6
TX,6/8/2022,15
IL,11/26/2023,13
DC,2/1/2024,4
OR,2/23/2024,17
MT,12/30/2023,19
MD,10/7/2023,0
NC,2/13/2024,33
CO,9/21/2023,2
AK,2/7/2024,3
MS,2/11/2024,16
MS,10/16/2023,2
MD,10/18/2023,2
LA,2/7/2024,18
CT,3/20/2024,12
DE,1/31/2024,4
WI,4/9/2024,17
WY,6/6/2022,1
NH,4/2/2024,4
WI,2/23/2024,29
ND,6/22/2022,0
AK,11/26/2023,3
AR,10/27/2023,2
KS,2/17/2024,30
IN,10/15/2023,3
KY,6/10/2022,2
AL,11/18/2023,16
WA,4/20/2024,4
AL,10/19/2023,5
NV,12/5/2023,9
KS,6/2/2022,0
MN,10/2/2023,0
OK,12/15/2023,15
ND,10/14/2023,0
VT,12/20/2023,3
OH,10/7/2023,4
MT,6/19/2022,0
VA,12/16/2023,40
AK,6/9/2022,2
FL,2/5/2024,102
NE,4/19/2024,2
NH,11/21/2023,0
VT,12/16/2023,1
MI,2/23/2024,120
ME,11/8/2023,1
DC,6/7/2022,0
OH,12/17/2023,45
MO,10/26/2023,2
IN,1/6/2024,61
WA,3/4/2024,13
MO,3/27/2024,27
NY,6/17/2022,10
OR,10/18/2023,1
AS,4/9/2024,0
NV,10/23/2023,2
ID,4/18/2024,1
MN,3/12/2024,25
WA,1/31/2024,17
OK,1/27/2024,45
DE,10/28/2023,0
AZ,1/1/2024,127
OH,4/19/2024,18
VA,11/13/2023,13
FL,1/29/2024,100
ND,2/27/2024,4
AK,12/13/2023,1
LA,10/3/2023,2
WV,5/30/2022,0
CT,11/1/2023,2
VI,2/14/2024,0
PA,12/20/2023,92
WY,11/11/2023,0
DC,4/4/2024,3
MT,12/26/2023,14
NH,10/15/2023,0
NC,1/16/2024,50
UT,11/6/2023,1
MS,2/1/2024,26
HI,6/1/2022,1
AL,10/28/2023,8
HI,12/30/2023,5
MI,12/4/2023,18
CA,9/19/2023,5
OK,1/9/2024,39
MD,2/23/2024,24
GA,4/22/2024,5
UT,1/13/2024,7
CT,1/7/2024,11
TN,3/20/2024,16
DE,6/10/2022,1
VA,12/2/2023,26
WY,10/18/2023,0
WA,11/29/2023,9
GA,10/7/2023,6
CA,2/14/2024,43
AR,3/29/2024,3
OR,9/27/2023,0
ID,5/25/2022,0
NH,10/22/2023,0
VT,10/31/2023,0
SC,6/8/2022,3
AS,4/14/2024,0
NM,4/23/2024,9
CA,5/30/2022,50
VT,11/24/2023,0
UT,12/16/2023,3
DE,2/21/2024,3
VI,2/12/2024,0
AS,1/19/2024,0
MI,1/26/2024,64
KY,2/27/2024,36
ND,10/9/2023,0
MS,12/22/2023,43
NC,12/5/2023,40
AL,11/14/2023,9
NJ,2/5/2024,51
PR,9/18/2023,8
ND,4/8/2024,4
MN,11/1/2023,0
MT,2/14/2024,2
RI,11/2/2023,0
DE,9/23/2023,0
GA,3/23/2024,4
WY,6/20/2022,0
CT,2/25/2024,23
WI,2/7/2024,33
OR,1/7/2024,18
NE,1/10/2024,8
KS,11/28/2023,4
IL,12/16/2023,37
ND,4/15/2024,1
SC,11/27/2023,15
IL,2/26/2024,47
AK,2/28/2024,0
IL,1/27/2024,40
HI,2/15/2024,0
SC,1/26/2024,28
TN,6/12/2022,4
MA,4/14/2024,22
CO,6/7/2022,9
OH,1/23/2024,91
TN,11/19/2023,8
MS,6/15/2022,3
KS,12/16/2023,5
VA,6/15/2022,1
RI,11/16/2023,0
HI,3/20/2024,3
ND,9/22/2023,0
AL,6/18/2022,2
MA,4/20/2024,12
AR,4/26/2024,5
TN,2/15/2024,28
CT,3/26/2024,15
RI,10/4/2023,1
UT,3/15/2024,4
WI,4/19/2024,5
VT,4/17/2024,1
UT,9/30/2023,0
TN,12/26/2023,69
MI,6/17/2022,4
MN,11/4/2023,3
WY,12/1/2023,2
DE,1/22/2024,5
DC,12/8/2023,2
MO,6/16/2022,2
KY,12/24/2023,36
NM,6/13/2022,5
FL,10/18/2023,40
WA,12/15/2023,17
HI,10/22/2023,2
AZ,1/23/2024,110
SD,11/5/2023,0
MO,1/15/2024,23
NH,3/2/2024,2
ID,11/6/2023,2
IA,5/28/2022,1
KS,12/9/2023,6
MO,11/12/2023,5
TX,1/10/2024,204
PR,3/10/2024,6
MS,12/14/2023,18
MD,2/3/2024,16
AK,11/9/2023,5
TX,10/12/2023,24
OH,1/13/2024,74
TN,9/24/2023,7
WA,1/17/2024,24
KS,6/12/2022,0
WI,4/10/2024,11
NE,1/2/2024,8
KY,10/13/2023,4
KY,3/10/2024,21
NH,3/24/2024,4
CT,10/4/2023,0
VT,9/29/2023,0
MT,10/21/2023,0
OH,1/22/2024,82
LA,4/24/2024,3
WA,10/13/2023,2
MO,4/22/2024,9
MA,11/12/2023,2
NH,9/28/2023,0
SC,4/24/2024,4
WI,1/7/2024,47
PR,2/9/2024,12
WI,10/7/2023,0
DE,10/21/2023,0
VI,2/3/2024,0
KY,11/2/2023,3
WI,6/13/2022,0
TX,12/9/2023,97
TX,11/9/2023,55
GA,3/3/2024,16
HI,11/14/2023,3
TX,6/6/2022,14
MS,11/1/2023,1
MT,10/17/2023,0
VA,1/27/2024,31
MO,5/25/2022,2
OK,6/24/2022,6
GA,1/2/2024,93
NH,10/13/2023,0
IA,2/18/2024,11
AK,2/5/2024,3
MN,4/9/2024,6
FL,6/8/2022,95
NM,4/13/2024,2
AZ,10/3/2023,0
AR,9/27/2023,2
OK,5/30/2022,7
PA,12/17/2023,57
SD,6/22/2022,0
OR,12/10/2023,0
MD,12/31/2023,60
UT,3/27/2024,3
ID,1/26/2024,6
CT,12/14/2023,20
CT,4/26/2024,5
WY,2/1/2024,4
AR,6/11/2022,2
PA,3/26/2024,49
DC,5/28/2022,0
HI,11/19/2023,6
ID,10/22/2023,1
AK,2/18/2024,1
VT,11/18/2023,1
ID,10/9/2023,1
ID,1/3/2024,23
AK,2/6/2024,2
RI,10/19/2023,0
DC,11/2/2023,0
IL,11/17/2023,11
PA,2/25/2024,85
FL,12/31/2023,195
NE,11/20/2023,1
CT,6/1/2022,1
MS,12/18/2023,22
KY,6/6/2022,7
FL,12/5/2023,104
NM,6/18/2022,2
TX,5/28/2022,20
DE,3/3/2024,1
OR,10/20/2023,2
TN,11/15/2023,10
AR,4/5/2024,12
CO,2/12/2024,17
DE,2/11/2024,3
AR,2/17/2024,35
NJ,10/30/2023,5
DE,10/8/2023,0
NE,1/24/2024,7
IL,10/27/2023,1
OR,10/1/2023,0
TN,11/10/2023,5
AR,6/21/2022,4
NH,2/3/2024,6
NM,10/29/2023,0
NY,4/14/2024,44
CA,11/8/2023,41
ID,12/12/2023,4
WI,12/21/2023,26
MA,4/23/2024,7
ID,3/7/2024,10
TX,11/20/2023,66
MO,10/25/2023,1
OH,6/20/2022,2
ME,10/21/2023,0
UT,3/12/2024,0
MD,11/11/2023,5
WY,9/25/2023,0
CA,12/25/2023,194
IL,2/4/2024,28
TX,3/8/2024,65
MS,10/8/2023,2
MT,11/19/2023,0
MD,6/8/2022,4
NY,5/28/2022,22
WA,10/30/2023,0
CT,11/28/2023,9
NH,10/5/2023,0
NC,4/21/2024,1
MT,11/27/2023,5
CT,6/21/2022,0
VT,12/5/2023,3
FL,3/13/2024,72
MS,1/14/2024,23
OH,2/12/2024,71
TX,10/30/2023,41
IN,3/4/2024,51
WI,9/30/2023,2
IA,11/12/2023,0
LA,4/19/2024,5
IA,9/27/2023,0
UT,4/10/2024,0
IN,12/23/2023,42
AL,12/14/2023,28
IL,5/29/2022,3
WY,1/5/2024,9
IL,12/6/2023,29
NJ,10/31/2023,2
ND,10/2/2023,0
PR,1/9/2024,5
ID,9/22/2023,0
NV,2/16/2024,7
NM,5/29/2022,6
LA,4/27/2024,1
ME,4/16/2024,2
IN,3/18/2024,22
OR,3/14/2024,8
VI,9/26/2023,0
NJ,6/9/2022,4
ID,4/1/2024,3
SD,12/17/2023,2
MT,3/9/2024,4
MN,1/28/2024,25
SD,4/22/2024,6
RI,3/23/2024,0
GA,4/21/2024,7
PA,4/26/2024,14
HI,2/28/2024,4
AZ,1/22/2024,107
NH,2/1/2024,5
VA,4/24/2024,8
ND,4/9/2024,3
SC,2/17/2024,15
KY,11/9/2023,4
MO,11/26/2023,13
MS,10/6/2023,3
ME,4/7/2024,1
KS,2/24/2024,14
WI,4/16/2024,12
FL,1/15/2024,145
AR,12/9/2023,9
NM,10/20/2023,1
OH,12/13/2023,43
NH,2/2/2024,5
AS,12/27/2023,0
DC,3/9/2024,6
NM,2/13/2024,12
GA,1/16/2024,73
LA,10/9/2023,9
TX,1/3/2024,266
MD,4/3/2024,11
MD,4/13/2024,7
PR,6/7/2022,0
AL,2/22/2024,14
MI,6/14/2022,1
VA,3/28/2024,16
CT,1/30/2024,16
WI,2/9/2024,27
WI,12/4/2023,12
CO,3/22/2024,8
MT,12/15/2023,9
MI,12/24/2023,65
VI,1/25/2024,0
VA,12/6/2023,23
KY,3/4/2024,30
CT,12/1/2023,8
TN,2/26/2024,33
AZ,2/21/2024,31
IA,6/26/2022,1
PA,11/1/2023,5
NV,9/25/2023,0
TN,11/30/2023,12
VA,1/21/2024,39
PA,3/30/2024,43
NJ,1/1/2024,103
MN,1/11/2024,25
MI,12/8/2023,31
NC,10/12/2023,4
WV,1/6/2024,16
NV,6/2/2022,7
KS,10/3/2023,3
RI,6/29/2022,0
SD,6/29/2022,0
ME,9/19/2023,1
CA,1/9/2024,138
AK,11/24/2023,2
MT,2/15/2024,4
PR,2/11/2024,9
ND,11/6/2023,0
NM,9/19/2023,1
PR,6/6/2022,4
VT,6/27/2022,0
WA,2/27/2024,13
CA,4/6/2024,8
NM,10/1/2023,1
SC,1/12/2024,37
SC,3/13/2024,8
OH,4/16/2024,18
VI,3/16/2024,0
ID,3/12/2024,9
NC,5/28/2022,8
MN,9/27/2023,1
MI,10/29/2023,5
VI,10/9/2023,0
AK,12/16/2023,0
WA,11/6/2023,6
MT,10/22/2023,0
OR,12/24/2023,11
TX,6/1/2022,21
LA,10/1/2023,2
UT,5/25/2022,0
PA,11/29/2023,37
AK,12/20/2023,1
VA,3/21/2024,20
VI,2/2/2024,0
UT,1/29/2024,5
NY,1/11/2024,157
CA,12/15/2023,163
ID,1/4/2024,25
KS,3/8/2024,17
PR,10/21/2023,18
MN,2/13/2024,27
NE,3/1/2024,13
NC,11/9/2023,9
OK,11/4/2023,5
CO,12/28/2023,47
AS,11/29/2023,0
CT,12/18/2023,22
PR,12/8/2023,8
LA,9/18/2023,2
AK,6/28/2022,1
AL,6/13/2022,1
WI,10/12/2023,2
GA,10/19/2023,6
TN,9/20/2023,2
NE,3/10/2024,10
ND,9/25/2023,0
AZ,11/11/2023,23
CA,12/5/2023,120
NM,11/25/2023,4
IL,1/24/2024,35
MS,4/3/2024,6
OH,10/19/2023,2
NY,11/12/2023,9
DC,6/26/2022,0
OK,2/8/2024,77
IN,1/4/2024,66
MI,3/13/2024,86
DE,12/26/2023,10
SD,1/14/2024,4
KS,11/24/2023,4
GA,2/12/2024,42
WV,6/16/2022,1
OR,9/29/2023,0
SD,1/16/2024,2
KY,10/11/2023,3
WY,4/3/2024,2
AK,2/14/2024,0
KY,6/24/2022,3
LA,6/28/2022,0
OH,9/29/2023,2
GA,11/24/2023,26
WA,2/20/2024,12
VT,3/6/2024,5
ME,10/12/2023,1
AR,11/22/2023,4
MT,12/23/2023,17
ND,12/3/2023,1
VA,2/4/2024,26
MT,12/7/2023,4
MA,11/3/2023,3
ID,4/15/2024,3
IN,3/25/2024,24
NV,4/26/2024,3
ID,6/5/2022,2
MS,1/13/2024,20
HI,12/11/2023,4
MN,3/14/2024,25
NH,4/1/2024,1
OR,5/31/2022,3
AZ,3/22/2024,9
NJ,2/4/2024,48
DE,3/23/2024,2
KS,3/29/2024,12
MO,1/20/2024,35
RI,1/22/2024,5
OR,4/13/2024,7
UT,2/14/2024,4
CT,11/5/2023,0
WV,3/2/2024,22
MO,3/11/2024,41
SC,6/19/2022,7
NJ,12/16/2023,50
TX,3/10/2024,63
IN,3/24/2024,26
LA,1/7/2024,38
KY,11/25/2023,8
CT,12/21/2023,18
WI,11/11/2023,2
AR,9/29/2023,2
MI,2/29/2024,124
SC,1/18/2024,44
PR,1/8/2024,6
IN,2/2/2024,67
ME,2/8/2024,9
SD,3/14/2024,6
MT,6/26/2022,0
MD,2/21/2024,13
WA,6/17/2022,8
SD,2/13/2024,7
NY,6/24/2022,12
OK,4/6/2024,11
ND,9/20/2023,0
ID,10/23/2023,1
NC,12/24/2023,113
NM,10/11/2023,0
OR,4/3/2024,8
CT,3/15/2024,14
IA,1/10/2024,5
MS,6/29/2022,1
VT,10/23/2023,0
NY,2/19/2024,107
KY,3/26/2024,25
MO,3/20/2024,32
WY,1/1/2024,15
CA,12/10/2023,104
SC,12/7/2023,21
NC,3/26/2024,16
IL,11/3/2023,5
MD,6/21/2022,1
IN,2/3/2024,42
VT,2/18/2024,5
OR,10/10/2023,1
NM,10/19/2023,0
TX,11/19/2023,54
NY,12/18/2023,134
GA,3/11/2024,14
ME,12/21/2023,2
MS,10/4/2023,8
DC,2/11/2024,1
DE,11/1/2023,0
OR,2/17/2024,14
ID,9/24/2023,0
AK,2/4/2024,1
SC,12/1/2023,23
OH,4/10/2024,41
SD,10/15/2023,0
NM,6/4/2022,8
AZ,12/17/2023,93
IA,3/9/2024,24
NV,1/21/2024,14
NE,1/8/2024,5
VT,3/14/2024,4
NM,10/30/2023,0
GA,1/14/2024,69
WY,11/12/2023,2
MD,10/5/2023,0
TN,4/17/2024,10
WA,6/27/2022,4
TN,12/7/2023,17
WV,4/1/2024,19
NJ,1/18/2024,67
AZ,4/19/2024,11
ND,3/12/2024,5
PR,11/14/2023,20
AZ,2/23/2024,27
MA,5/30/2022,9
ID,2/1/2024,7
TN,10/26/2023,9
MO,3/1/2024,54
ME,11/14/2023,1
CO,6/22/2022,2
PR,6/16/2022,4
IN,9/30/2023,3
PR,2/20/2024,7
CT,2/26/2024,42
NM,10/9/2023,1
DE,9/25/2023,0
DE,12/22/2023,2
WY,4/2/2024,2
NE,4/5/2024,13
NM,2/9/2024,11
WA,4/22/2024,4
TX,9/23/2023,18
IN,6/18/2022,4
OK,10/28/2023,3
MD,12/28/2023,60
NV,11/18/2023,7
WY,6/19/2022,0
NE,3/29/2024,13
ND,6/8/2022,0
SC,2/10/2024,28
OR,3/6/2024,15
IA,1/2/2024,5
VI,11/12/2023,0
NM,3/3/2024,5
KS,1/17/2024,10
AL,1/13/2024,33
NJ,2/18/2024,57
NV,1/9/2024,27
DE,12/7/2023,1
AK,2/17/2024,0
TN,10/24/2023,7
VT,3/20/2024,3
WV,9/23/2023,1
TN,3/18/2024,17
TX,1/12/2024,214
OR,1/22/2024,18
NC,4/1/2024,8
IL,12/26/2023,69
NC,2/8/2024,17
KY,6/14/2022,1
MS,12/11/2023,18
MT,1/6/2024,17
NH,6/19/2022,0
NC,11/29/2023,49
DC,3/20/2024,4
VT,6/13/2022,0
CT,1/9/2024,20
HI,6/11/2022,0
MO,10/16/2023,3
SD,4/1/2024,6
NV,3/2/2024,6
WY,10/25/2023,0
AR,11/19/2023,4
CT,11/22/2023,6
CA,4/4/2024,25
ME,10/30/2023,0
CT,11/27/2023,3
LA,3/25/2024,7
MI,6/26/2022,3
